n;Wynik 1;Wynik 2;Wynik 3;Wynik 4;Wynik 5;Wynik 6;Wynik 7;Wynik 8;Wynik 9;Wynik 10;Wynik 11;Wynik 12;Wynik 13;Wynik 14;Wynik 15;Wynik 16;Wynik 17;Wynik 18;Wynik 19;Wynik 20;Wynik 21;Wynik 22;Wynik 23;Wynik 24;Wynik 25;Wynik 26;Wynik 27;Wynik 28;Wynik 29;Wynik 30;Wynik 31;Wynik 32;Wynik 33;Wynik 34;Wynik 35;Wynik 36;Wynik 37;Wynik 38;Wynik 39;Wynik 40;Wynik 41;Wynik 42;Wynik 43;Wynik 44;Wynik 45;Wynik 46;Wynik 47;Wynik 48;Wynik 49;Wynik 50;
4500;2.00085;1.98409;1.95826;1.99456;1.95686;1.99037;2.02668;2.00992;2.00434;2.00434;1.99386;1.9813;1.9806;1.97501;2.00643;2.00224;2.00503;1.97501;2.00085;1.99386;2.00922;2.01411;1.98549;1.97641;1.9806;2.00922;1.97571;2.0176;1.97571;2.00015;2.00085;1.98409;2.03366;1.95198;1.99247;1.99107;1.97152;2.02319;2.00085;2.02109;2.00294;2.00364;2.00643;1.98828;2.01132;2.00852;2.00783;1.98479;1.99456;1.98968;
4550;2.01131;2.01407;2.01545;2.02236;2.01683;1.96367;2.00026;1.97679;2.00164;2.00924;2.00579;2.03409;2.02236;2.01821;2.02581;2.00164;1.99267;1.98783;1.98783;1.983;1.98162;2.00441;1.983;2.04583;1.95469;2.0334;1.99474;2.00855;2.03202;1.99681;1.99129;1.97955;2.02581;1.99612;1.98852;1.99267;2.02581;1.97126;2.00648;2.02512;2.01614;1.98369;1.99612;2.00786;2.00924;1.99681;1.98438;1.99543;2.02167;2.00026;
4600;1.97442;1.94096;1.98535;2.02223;2.03384;1.99355;1.97306;1.94847;2.00584;1.99013;1.99901;2.02838;2.00925;1.96759;1.98808;2.02496;1.99423;1.96418;2.02428;2.03247;2.0072;1.94984;1.97101;1.97647;1.97306;1.99901;1.97989;2.00994;2.02701;2.00584;2.01062;1.96964;1.96213;2.01062;2.03521;1.96828;2.02769;2.02428;2.00379;1.99286;1.9594;1.9833;2.03725;1.9635;2.01267;1.98876;1.98876;1.98808;2.01745;2.03725;
4650;1.99981;2.01873;2.01265;1.9863;2.00724;2.04237;2.02751;2.00792;1.95725;1.97211;1.98089;1.98427;2.00454;1.98292;2.02346;2.00184;1.98495;1.98832;2.00521;1.98292;1.96806;2.05656;1.98765;1.99305;2.02616;2.00454;2.039;2.02683;1.9863;1.98968;2.00386;1.98697;1.97887;2.03967;1.98832;2.00319;1.98765;1.97211;2.00657;2.01467;2.00049;1.9863;2.01805;2.01738;1.99913;2.00927;2.01535;1.99981;2.02075;2.01332;
4700;1.9899;1.9899;2.028;1.99591;1.98923;1.9792;2.03936;2.00594;1.96851;2.0026;2.00861;1.97586;1.97653;1.94912;1.9645;2.00995;1.99658;2.03736;2.02265;2.01597;1.96383;1.99926;2.00661;1.96049;1.99992;2.02332;2.00193;1.97051;2.00995;2.02466;2.00059;1.9772;1.99057;1.99992;2.02131;2.00861;2.01597;1.96717;1.9792;1.98856;1.97118;1.9645;1.97185;2.0026;1.9792;1.99859;2.03669;1.98789;2.00795;2.05072;
4750;2.01128;2.01393;1.95639;2.01459;1.97821;1.99739;2.03906;2.00996;2.01723;1.96631;2.02715;1.99078;1.98945;1.99673;2.00136;2.0503;1.98945;1.99276;1.9749;2.01856;1.99673;1.98549;1.95374;2.00797;2.00533;1.98416;1.99541;1.97953;2.00996;2.00334;2.00665;1.98747;2.03707;1.99871;1.99938;1.99342;2.00401;2.01657;2.00136;2.00334;2.03774;1.99012;1.98284;1.96498;2.00864;2.01393;2.00864;1.95176;1.99078;2.01062;
4800;2.02502;2.00407;1.9707;2.01651;2.01782;2.01258;1.99164;1.98771;2.01062;1.95761;2.02698;1.99753;1.972;2.02567;1.99622;2.01782;1.9491;1.98771;2.00735;1.98837;1.96415;2.02895;2.03353;1.95433;1.9203;2.0296;2.03942;1.99164;2.00407;1.98313;1.97659;2.0224;1.96939;1.98771;2.03745;1.99622;1.98902;2.00342;1.98051;2.008;2.00604;2.03156;2.00146;1.97135;1.99033;1.99229;2.00146;2.02175;2.04073;1.99818;
4850;1.95362;1.99313;1.99637;1.99378;2.00155;2.00479;1.99507;2.00868;2.03588;2.01256;2.01774;1.9724;1.9724;2.0171;1.986;2.03394;2.02293;1.99378;1.97823;1.98471;2.02487;2.01256;2.0022;1.99766;2.03782;1.99119;2.00997;1.99637;1.9886;1.97499;2.0158;2.01839;1.99831;1.99896;2.0022;2.00932;1.99572;2.00868;2.04042;2.00026;2.03459;2.00803;1.98147;2.0022;1.99831;1.98341;1.94714;2.0294;1.98277;1.98536;
4900;1.99844;1.99908;1.99331;1.97536;1.99074;2.00421;2.01639;1.99459;2.01447;1.98113;1.97664;2.01767;1.99074;1.99267;1.9869;2.00613;2.03242;2.0228;1.9869;1.97151;1.98946;2.03562;1.98882;2.00485;1.96766;2.02729;2.0087;2.01831;2.00998;2.00613;2.05422;2.01895;1.95484;2.00164;1.99972;2.02344;1.98369;2.00357;2.02537;2.02665;1.9542;1.99203;1.97536;1.99331;2.00741;1.98433;1.95548;2.05742;1.98369;2.04268;
4950;2.00046;2.01824;2.03474;2.00554;2.00237;2.01189;2.00364;1.97825;2.0157;1.97444;2.02014;2.03918;2.00173;2.01506;1.95604;2.01062;1.99539;2.00872;2.03474;1.97762;2.00237;2.01252;2.04045;1.97825;1.9992;1.97698;2.08107;1.9719;1.98206;1.99158;1.97698;2.0341;2.00681;1.98333;2.01189;1.98269;1.98142;2.02077;1.99602;1.99158;2.01697;1.98206;2.02776;2.00808;2.0157;1.94525;2.00745;2.05378;1.96619;1.99094;
5000;2.00748;2.02256;1.98611;1.9792;2.02821;2.0125;1.98486;2.00434;1.98486;2.01313;1.99303;1.94904;1.99554;2.01062;1.99365;1.93334;2.00685;2.00999;1.97606;1.97732;2.00308;1.97292;1.98486;2.059;1.96412;2.0125;1.9924;1.98172;1.96161;1.99177;1.97481;1.98926;1.99805;2.01062;2.01627;2.01188;2.00119;2.0125;2.00496;2.00119;2.00748;2.00873;1.99742;2.0257;1.98737;2.03135;1.9924;2.01879;1.9836;2.00371;
